_id,title,title_untranslated,description,release_date,language,post_image_url,backdrop_image_url,average_rating,tagline,minutes,budget,revenue,genre
239571,The Best of Me,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2014-10-15,en,https://www.themoviedb.org/t/p/w300/8QBWh2Iwf1iUfsu2NfCue2V1hpV.jpg,https://www.themoviedb.org/t/p/w300/i0pxyY3hEpaHH8PJ1NFPB0yevlA.jpg,7.5,You never forget your first love.,117,26000000,35926213,Drama
69,Walk the Line,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",2005-09-13,en,https://www.themoviedb.org/t/p/w300/zMkD6FVikyPNnigoupO7vD5ti9p.jpg,https://www.themoviedb.org/t/p/w300/Amk5blHZnUwzK2Z4iXKJU5EAgYq.jpg,7.5,Love is a burning thing.,136,28000000,186797986,Drama
379686,Space Jam: A New Legacy,Space Jam: A New Legacy,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",2021-07-08,en,https://www.themoviedb.org/t/p/w300/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,https://www.themoviedb.org/t/p/w300/8s4h9friP6Ci3adRGahHARVd76E.jpg,7.5,Welcome to the Jam!,115,161900000,148810604,Animation
10734,Escape From Alcatraz,Escape From Alcatraz,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",1979-01-25,en,https://www.themoviedb.org/t/p/w300/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,https://www.themoviedb.org/t/p/w300/1JmJFRgYdQc8v0PsGVARCjbGHdf.jpg,7.5,No one has ever escaped from Alcatraz… and no one ever will!,113,8000000,43004381,Drama
786,Almost Famous,Almost Famous,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",2000-09-15,en,https://www.themoviedb.org/t/p/w300/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,https://www.themoviedb.org/t/p/w300/xleIwr1wUlWqvFHaU1PItf0YLrZ.jpg,7.5,Experience it. Enjoy it. Just don't fall for it.,122,60000000,47386287,Drama
7214,Coach Carter,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",2005-01-14,en,https://www.themoviedb.org/t/p/w300/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg,https://www.themoviedb.org/t/p/w300/hjOONErOaKOhIPlJ3lD5oEBxXEg.jpg,7.5,It begins on the street. It ends here.,136,30000000,76669806,Drama
273895,Selma,Selma,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",2014-12-25,en,https://www.themoviedb.org/t/p/w300/wq4lhMc4BuOyQqe1ZGzhxLyy3Uk.jpg,https://www.themoviedb.org/t/p/w300/wGxLAd738UCzUIJkzQOcjkpHu46.jpg,7.5,One dream can change the world.,127,20000000,66787908,Drama
11545,Rushmore,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",1998-12-11,en,https://www.themoviedb.org/t/p/w300/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg,https://www.themoviedb.org/t/p/w300/yHlFaLTQi5MB2nI2z5F5rlHhUN.jpg,7.5,Love. Expulsion. Revolution.,93,9000000,17096053,Comedy
338,Good Bye Lenin!,Good Bye Lenin!,Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,2003-02-09,de,https://www.themoviedb.org/t/p/w300/qWzlLgjX2elFshaUHPk0iofsWUY.jpg,https://www.themoviedb.org/t/p/w300/oJeJTGIXgHIvg83AofuRV3KBf0y.jpg,7.5,The German Democratic Republic lives on -- in 79 square meters!,121,4800000,79384880,Comedy
783,Gandhi,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",1982-11-30,en,https://www.themoviedb.org/t/p/w300/mGIDXmuCeLu1nzOxLbN8fWwn1fN.jpg,https://www.themoviedb.org/t/p/w300/yYHtbjJM8CdhDjhxoGtB5VbaIR6.jpg,7.5,His triumph changed the world forever.,191,22000000,77737889,Drama
985,Eraserhead,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",1978-02-03,en,https://www.themoviedb.org/t/p/w300/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,https://www.themoviedb.org/t/p/w300/yrwQDvpIuVdeHqMtTN2geiAJgQV.jpg,7.5,Where your nightmares end...,89,100000,7000000,Fantasy
522,Ed Wood,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",1994-09-27,en,https://www.themoviedb.org/t/p/w300/ilNYwPc8v5jyGl2F7srrEJLUboK.jpg,https://www.themoviedb.org/t/p/w300/gs598ofbG4BCYy99jZkxpwcHQXI.jpg,7.5,"When it came to making bad movies, Ed Wood was the best.",127,18000000,5887457,Comedy
132344,Before Midnight,Before Midnight,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. Now, live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",2013-04-05,en,https://www.themoviedb.org/t/p/w300/6wTw6762kAVTkyQWoHRUuUiRpBp.jpg,https://www.themoviedb.org/t/p/w300/lv9UT4VyoyGFTKNBboMTeZ5ZcD3.jpg,7.5,Everything's better with maturity.,109,3000000,11176469,Drama
984,Dirty Harry,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971-07-14,en,https://www.themoviedb.org/t/p/w300/UHxxkYe9tRdiPu0JFgcEL5hmQ4.jpg,https://www.themoviedb.org/t/p/w300/22esNAKvdcHaeyzhXD5uhTjDwTK.jpg,7.5,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,102,4000000,35976000,Action
292011,Richard Jewell,Richard Jewell,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",2019-12-13,en,https://www.themoviedb.org/t/p/w300/5Lgkm8jt4roAFPZQ52fKMhVmDaZ.jpg,https://www.themoviedb.org/t/p/w300/zAfG4ZmpNfKSyr8MVn1CHjgYYXx.jpg,7.5,The world will know his name and the truth.,131,45000000,33904605,Crime
79,Hero,英雄,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,2002-07-22,zh,https://www.themoviedb.org/t/p/w300/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,https://www.themoviedb.org/t/p/w300/p31yIpOO7VLP9lJa3YH0sLX9q3H.jpg,7.5,One man's strength will unite an empire.,99,31000000,177394432,Action
921,Cinderella Man,Cinderella Man,"The true story of boxer Jim Braddock who, in the 1920’s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.",2005-06-02,en,https://www.themoviedb.org/t/p/w300/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg,https://www.themoviedb.org/t/p/w300/40PwKtiXIZhHS1NmDko6h8EA391.jpg,7.5,One man's extraordinary fight to save the family he loved.,144,88000000,108539911,Drama
1360,Frida,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",2002-08-29,en,https://www.themoviedb.org/t/p/w300/a4hgR6aKoohB6MHni171jbi9BkU.jpg,https://www.themoviedb.org/t/p/w300/s04Ds4xbJU7DzeGVyamccH4LoxF.jpg,7.5,Prepare to be seduced.,123,12000000,56298474,Drama
1523,The Last King of Scotland,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",2006-01-12,en,https://www.themoviedb.org/t/p/w300/quckyadj0bYCzIXMDIi4lrwJfth.jpg,https://www.themoviedb.org/t/p/w300/x75IDQL2N7pdCbfKjT5oGP8mBU5.jpg,7.5,Charming. Magnetic. Murderous.,123,6000000,48027970,Drama
346648,Paddington 2,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",2017-11-09,en,https://www.themoviedb.org/t/p/w300/zuXMvSQq9F7H29qzuUm0qyUqw6m.jpg,https://www.themoviedb.org/t/p/w300/M0mvrYv5hvjS3evBAMuAQkP2Ps.jpg,7.5,It takes a bear to catch a thief,104,40000000,227300000,Adventure
1251,Letters from Iwo Jima,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2006-12-19,en,https://www.themoviedb.org/t/p/w300/kZokxQtzMPURvijWYFuvh1fAvnv.jpg,https://www.themoviedb.org/t/p/w300/zet1VtMc4wJmoqESnLgtMZKaceH.jpg,7.5,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,141,19000000,68673228,Action
923,Dawn of the Dead,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",1978-09-02,en,https://www.themoviedb.org/t/p/w300/h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg,https://www.themoviedb.org/t/p/w300/9OKzKuCfcMwpHVp56pjNI7J4xXR.jpg,7.5,"When there’s no more room in hell, the dead will walk the earth.",127,650000,55000000,Horror
11615,The Life of David Gale,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,2003-02-21,en,https://www.themoviedb.org/t/p/w300/7tcAvE82JyxIi79cwQV5br90KVz.jpg,https://www.themoviedb.org/t/p/w300/zQoHUXDJXPMOmjYukTFZV6uIHpT.jpg,7.5,The crime is clear. The truth is not.,130,50000000,38955598,Crime
154,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,"It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen, Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One, stolen a top secret device called Project Genesis, wrested control of another Federation Starship and sets out in pursuit of the Enterprise, determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.",1982-06-04,en,https://www.themoviedb.org/t/p/w300/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg,https://www.themoviedb.org/t/p/w300/o23tzOE3GglpkjYuI0meXbPyAsd.jpg,7.5,At the end of the universe lies the beginning of vengeance.,113,12000000,96800000,Action
376290,Miss Sloane,Miss Sloane,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,2016-11-25,en,https://www.themoviedb.org/t/p/w300/ptfvQlqe2xJiMSewSj52qAVq5z0.jpg,https://www.themoviedb.org/t/p/w300/3UrvMKfeAUrD6V7jyP3y2fMdJvn.jpg,7.5,Make sure you surprise them.,132,13000000,9101546,Drama
10110,Empire of the Sun,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",1987-12-09,en,https://www.themoviedb.org/t/p/w300/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg,https://www.themoviedb.org/t/p/w300/l1HWd2rQ0XDNP9FUT4ZQJIQdEgp.jpg,7.5,"To survive in a world at war, he must find a strength greater than all the events that surround him.",153,35000000,66700000,Drama
9008,The Insider,The Insider,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand.",1999-03-10,en,https://www.themoviedb.org/t/p/w300/w695X0FvTlBCS7GSLHNILnrfqPm.jpg,https://www.themoviedb.org/t/p/w300/c2fKZrEaMv4aNyEs2W9juh9OGiT.jpg,7.5,Two men driven to tell the truth … whatever the cost.,158,90000000,60289912,Drama
1407,La Vie en Rose,La Môme,"From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Edith Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee, who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th century.",2007-02-14,fr,https://www.themoviedb.org/t/p/w300/pmKVYXBb57iQ9cKXuYF1GCWxBip.jpg,https://www.themoviedb.org/t/p/w300/aVuVbxgZDbtX3vm9yJGh5yw8LxR.jpg,7.5,The Extraordinary Story of Edith Piaf.,140,25000000,86274793,Drama
4584,Sense and Sensibility,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",1995-12-13,en,https://www.themoviedb.org/t/p/w300/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,https://www.themoviedb.org/t/p/w300/iJFcRyjRvNLv3mj48aGnFZ3jgLh.jpg,7.5,Lose your heart and come to your senses.,136,16000000,134582776,Drama
219,Volver,Volver,"Raimunda lives and works in Madrid with her husband Paco and their daughter Paula. Raimunda's sister Sole lives nearby. The two sisters miss their mother Irene who died several years ago in a house fire along with their father. When a former neighbor from their hometown reports that she has seen the ghost of Irene, the daughters do not believe her. After a murder and a family tragedy, however, Irene's spirit materializes around her daughters to comfort them.",2006-03-16,es,https://www.themoviedb.org/t/p/w300/ljRPzuI1xybiFUGU1uCRdx68h0K.jpg,https://www.themoviedb.org/t/p/w300/6hA8eN37Ky8C6X6uJwKsBNTuj4t.jpg,7.5,Return.,121,12899867,85582407,Comedy
290,Barton Fink,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,1991-08-01,en,https://www.themoviedb.org/t/p/w300/846d8FclibtOIoUW7PxpT0nCG4C.jpg,https://www.themoviedb.org/t/p/w300/olFmSixYrne3CmXCEZk0wK1oFYg.jpg,7.5,What's in his head,117,9000000,6153939,Comedy
83389,From Up on Poppy Hill,コクリコ坂から,"A group of Yokohama students fight to save their school's clubhouse from the wrecking ball during preparations for the 1964 Tokyo Olympic Games. While working there, Umi and Shun gradually become attracted to each other but have to face a sudden trial. Even so, they keep going without fleeing the difficulties of reality.",2011-07-16,ja,https://www.themoviedb.org/t/p/w300/rRLYX4RZIyloHSJwvZKAhphAjiB.jpg,https://www.themoviedb.org/t/p/w300/6E7QmlkR5mREhU6x0WiOUF41R6z.jpg,7.5,I look up as I walk...,91,22000000,61037844,Animation
379,Miller's Crossing,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",1990-09-21,en,https://www.themoviedb.org/t/p/w300/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,https://www.themoviedb.org/t/p/w300/p5rzxEZmzKc20ofvKbiMoerq8wc.jpg,7.5,"Up is down, black is white, and nothing is what it seems.",115,14000000,5080409,Crime
602223,The Forever Purge,The Forever Purge,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,2021-06-30,en,https://www.themoviedb.org/t/p/w300/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,https://www.themoviedb.org/t/p/w300/tehpKMsls621GT9WUQie2Ft6LmP.jpg,7.5,The rules are broken.,103,18000000,63556315,Action
9665,Glory,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",1989-12-15,en,https://www.themoviedb.org/t/p/w300/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg,https://www.themoviedb.org/t/p/w300/d5wmW296KYW9ZOWomVPubF1vOsR.jpg,7.5,Their innocence. Their heritage. Their lives.,122,18000000,26828365,Drama
475,Bonnie and Clyde,Bonnie and Clyde,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967-07-18,en,https://www.themoviedb.org/t/p/w300/hr7HVAcC9ZiUvfwApuha7i4leyP.jpg,https://www.themoviedb.org/t/p/w300/fyzSiE8IWezmd3ls1amHNeOkrEf.jpg,7.5,They’re young… they’re in love… and they kill people.,110,2500000,50700000,Crime
437586,mid90s,mid90s,"Stevie is a sweet 13-year-old about to explode. His mom is loving and attentive, but a little too forthcoming about her romantic life. His big brother is a taciturn and violent bully. So Stevie searches his working-class Los Angeles suburb for somewhere to belong. He finds it at the Motor Avenue skate shop.",2018-10-19,en,https://www.themoviedb.org/t/p/w300/9Tw0Y3DK5kGIU9X1yw3Q9gCkOlb.jpg,https://www.themoviedb.org/t/p/w300/BOeORWljjIPGuCwUgLls24ctF3.jpg,7.5,fall. get back up.,86,258158,6897446,Comedy
382614,The Book of Henry,The Book of Henry,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2017-06-16,en,https://www.themoviedb.org/t/p/w300/suLFg4UjvM5BoDipg2Wu3gZ802T.jpg,https://www.themoviedb.org/t/p/w300/azlW0ClH0QbUc79DY98TPdSkE0R.jpg,7.5,Never leave things undone.,105,10000000,4596705,Crime
11031,This Is Spinal Tap,This Is Spinal Tap,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",1984-05-04,en,https://www.themoviedb.org/t/p/w300/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg,https://www.themoviedb.org/t/p/w300/o21qmruJenPD9YunYFUxHnojKac.jpg,7.5,Prepare to crank those amps up to eleven,82,2500000,4736202,Comedy
565310,The Farewell,The Farewell,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,2019-07-12,en,https://www.themoviedb.org/t/p/w300/rYrFd9GfJWTtcwkqo3wL9srDHUe.jpg,https://www.themoviedb.org/t/p/w300/qfB3KR6AuRI3Sqz8jWAOpRaGC0H.jpg,7.5,Based on an actual lie.,100,250300,22110994,Comedy
10377,My Cousin Vinny,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",1992-03-13,en,https://www.themoviedb.org/t/p/w300/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,https://www.themoviedb.org/t/p/w300/zUoIx6XGzebunhKyNa7g5FUcRxV.jpg,7.5,"Truth, Justice and the Gambini Way.",120,11000000,64088552,Comedy
226,Boys Don't Cry,Boys Don't Cry,A young transgender man explores his gender identity and searches for love in rural Nebraska.,1999-09-02,en,https://www.themoviedb.org/t/p/w300/nKXTgbruSrezC1tAeKB6Ri7cGkK.jpg,https://www.themoviedb.org/t/p/w300/u4i7hGgr1SX2D0RZ2KBTz6UaR8g.jpg,7.5,A true story about finding the courage to be yourself.,118,2000000,11540607,Crime
574,The Man Who Knew Too Much,The Man Who Knew Too Much,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",1956-05-16,en,https://www.themoviedb.org/t/p/w300/gy8YBRjCQRIT9x9G9F5fpnFD4xw.jpg,https://www.themoviedb.org/t/p/w300/wBvnHLPkjJULDR58YbrbDGagSCQ.jpg,7.5,A little knowledge can be a deadly thing!,120,2500000,10250000,Crime
4689,Sympathy for Mr. Vengeance,복수는 나의 것,"This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. In order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",2002-03-29,ko,https://www.themoviedb.org/t/p/w300/8ICeU0RLHQErvoKsPTLYh6Nluw.jpg,https://www.themoviedb.org/t/p/w300/b6elu2cz2Be9PqgX0MzggMCH4fk.jpg,7.5,Revenge Was Never This Sweet,129,4000000,1954937,Action
10843,After Hours,After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,1985-09-13,en,https://www.themoviedb.org/t/p/w300/eamOBurHBu0MIxohTIVcfxmZ6Z7.jpg,https://www.themoviedb.org/t/p/w300/kygOSBC0V0uRE6zmIaOO50rG9eg.jpg,7.5,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!",97,4500000,10609321,Comedy
11798,This Is England,This Is England,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.",2006-09-12,en,https://www.themoviedb.org/t/p/w300/eULrtiN6kw61JgJCezy9lc3ygsP.jpg,https://www.themoviedb.org/t/p/w300/znV3ucZoH7g7MHZwjW7MlXzo5Pl.jpg,7.5,"Run with the crowd, stand alone, you decide.",101,2380000,8176544,Crime
3116,Midnight Cowboy,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",1969-05-25,en,https://www.themoviedb.org/t/p/w300/f7YLzOxwWzeEdo7RhAlPSBTYa8.jpg,https://www.themoviedb.org/t/p/w300/yTIvOi9x7C9vTbzfG4GqMoh9MaZ.jpg,7.5,For those who have never seen it and those who have never forgotten it.,113,3600000,44785053,Drama
33273,Cell 211,Celda 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",2009-11-06,es,https://www.themoviedb.org/t/p/w300/koap5B3bQHQi3yaZ39vpWR66TGP.jpg,https://www.themoviedb.org/t/p/w300/kujUJjGGKNN2d7G5NcCnplZPfGd.jpg,7.5,"To survive inside, he has to become one of them.",110,5700000,19300483,Action
9075,Black Book,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",2006-09-01,nl,https://www.themoviedb.org/t/p/w300/fKBeM6vjMD79G3wAXSpw3pBHsit.jpg,https://www.themoviedb.org/t/p/w300/9cXBgxYy26R2vBXkfy34rDlx4hF.jpg,7.5,"To fight the enemy, she must become one of them.",145,21000000,26768563,Drama
10747,The Outlaw Josey Wales,The Outlaw Josey Wales,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",1976-06-26,en,https://www.themoviedb.org/t/p/w300/dckOdeOXOtrUMGmBo7cQz8y3zop.jpg,https://www.themoviedb.org/t/p/w300/ujjAGZwQoivn12QatIGm6ZTLipL.jpg,7.5,...an army of one.,135,3700000,31800000,Western
217993,Justice League: War,Justice League: War,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",2014-02-02,en,https://www.themoviedb.org/t/p/w300/eu6zEhpt9QVgZk8T4FJCwKCbJkq.jpg,https://www.themoviedb.org/t/p/w300/1kBFmH1QdduqwyU5nhw8mH6sF7y.jpg,7.5,A time when heroes became legends.,79,3500000,5155325,Action
11202,Patton,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",1970-01-25,en,https://www.themoviedb.org/t/p/w300/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg,https://www.themoviedb.org/t/p/w300/oBLWw2MDPvTNRUkyzJzeDjKODau.jpg,7.5,The Rebel Warrior,172,12000000,89800000,Drama
244088,Human Capital,Il capitale umano,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,2014-01-09,it,https://www.themoviedb.org/t/p/w300/nQxQ2N2wXksZnHa2ZzdwCbDtmkE.jpg,https://www.themoviedb.org/t/p/w300/sSN5agmiCE4NIuhWr2a58TRCz1t.jpg,7.5,They bet on the ruin of their country. And they won.,111,6000000,5809330,Drama
828,The Day the Earth Stood Still,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951-09-28,en,https://www.themoviedb.org/t/p/w300/x2DquTpLTq54aPFDnqlwY7apCC3.jpg,https://www.themoviedb.org/t/p/w300/gdbiItlBZ5Fdr5tRnlrozkbKknW.jpg,7.5,From out of space... A warning and an ultimatum,92,995000,1850000,Drama
11901,High Plains Drifter,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",1973-04-19,en,https://www.themoviedb.org/t/p/w300/zEpttlC8KOzjkBqmDqZgy3Y6LC8.jpg,https://www.themoviedb.org/t/p/w300/hUw44d6NAFd48xSCLkYb6GluXa7.jpg,7.5,Welcome to Hell,105,5500000,15700000,Drama
14919,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,"When a powerful criminal, who is connected to Bruce Wayne's ex-girlfriend, blames the Dark Knight for killing a crime lord, Batman decides to fight against him.",1993-12-25,en,https://www.themoviedb.org/t/p/w300/l4jaQjkgznu2Rz05X18f24UjPNW.jpg,https://www.themoviedb.org/t/p/w300/7iSntL99fcgDZmqW7oT4vcf47c6.jpg,7.5,The Dark Knight fights to save Gotham city from its deadliest enemy.,76,6000000,5617391,Action
11549,Invasion of the Body Snatchers,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,1956-02-05,en,https://www.themoviedb.org/t/p/w300/mheETi9JZKa8VNkdXBxuKlTWuAh.jpg,https://www.themoviedb.org/t/p/w300/iBBrxUMwfEfF10kYclWuuaAhRnq.jpg,7.5,… there was nothing to hold onto—except each other.,80,417000,3000000,Horror
